,Unnamed: 0,Stkcd,SP_TTM,EP_TTM,EP_LYR,CashFlowYiled_LYR,CashFlowYiled_TTM,FreeCashFlowYield_TTM,BP_LR,Sales2EV,SaleEarnings_SQ_YoY,Earnings_SQ_YoY,Sales_SQ_YoY,ROE_LR,ROA_LR,CurrentRatio,AssetTurnover,Momentum_1M,Momentum_12M,MACrossover,jlr,yylr,yysr,LTD2Equity_LR,Momentum_24M,PD,BZC,y
86,152,975,0.7429,0.020013051,0.020013051,0.013598346,0.028793016,0.017029069,0.232248679,0.050706564,-12.9403,-12.6809,-22.7482,6.5793,8.0911,5.849608593,0.163744031,0.05033557,-0.18116416,-0.211852777,-6.2815,-4.8,-13.5637,0.000848223,-0.059353869,-0.286576571,2.048621765,1.0
87,153,979,0.1836,0.017877146,0.017877146,-0.026357282,-0.063815859,-0.067603139,0.357504616,0.037172308,-1717.3506,-429.6715,196.295,4.9063,2.8761,3.563083343,0.042199072,-0.161425577,-0.120879121,-0.169594395,-198.1869,-195.8178,18.76,1.512588621,-0.06323185,-0.679339826,-0.420870157,-1.0
88,154,983,6.797,0.007148565,0.007148565,0.032052892,-0.039832242,-0.116780133,0.544781701,0.564361417,-1990.1818,-433.0167,-25.9036,0.8787,2.7728,0.703554234,0.410074812,0.020134228,-0.260340633,-0.157493529,-235.5802,-234.5631,-3.5937,0.773300753,-0.036450079,1.410345981,0.346011224,1.0
89,158,999,7.3077,0.049268806,0.049268806,0.048694429,0.049051936,0.036271923,0.292655565,0.275740133,40.61,26.7405,8.7027,16.4987,13.5324,1.579112381,0.595168637,0.070588235,0.204766108,-0.090064671,100.9897,143.6459,31.5656,0.137841771,0.248856359,-1.210926852,-1.482673045,1.0
90,161,2001,3.6413,0.015722557,0.015722557,0.039202852,0.03652802,-0.009696527,0.284270356,0.173753633,-14.0306,10.2929,-12.5869,5.7044,5.1716,2.098779036,0.407750186,0.110828025,0.149637442,-0.10234544,5.9491,7.1618,10.1524,0.03601138,0.174410774,0.51602977,0.336881283,1.0
91,162,2004,2.9664,0.033870994,0.033870994,0.017659296,-0.004559502,-0.047451803,0.491088579,0.32542101,68.0813,-39.1446,31.1614,6.685,5.8932,1.722504657,0.283458405,0.055970149,-0.1858458,-0.163510213,-80.346,-77.822,1.0483,0.39292641,-0.278061224,-0.693165186,-0.116808713,-1.0
92,163,2005,3.0605,0.001616581,0.001616581,0.054083191,0.035217208,-0.045378189,0.631962585,0.480565368,-118.3191,33.4805,13.7772,0.3595,2.02,1.030937714,0.318184734,0.057351408,0.278688525,-0.130733753,-182.0975,-2158.125,-10.9496,0.326776086,0.244171779,0.036337511,0.137313513,-1.0
93,164,2007,2.3596,0.017082883,0.017082883,0.016103236,0.012580438,0.005848914,0.107368471,0.040695456,5.0137,6.6752,30.9723,16.1052,16.5505,19.32772979,0.34108583,0.113360324,0.321321321,-0.112909258,-21.226,-21.4421,-20.3833,0.0,0.526187999,-1.002097715,-0.902399484,1.0
94,166,2011,7.3803,0.007038079,0.007038079,0.027977353,0.017387669,-0.024575906,0.384589396,0.606391611,-43748.9571,-36.5822,-13.7957,2.2174,2.6536,0.767939164,0.601265431,0.178294574,0.709611452,-0.072281269,60.634,-83.5821,-0.4371,0.441737351,0.880764904,-1.43318622,-0.022373613,-1.0
95,170,2025,3.9532,0.023818799,0.023818799,0.038094045,0.01475829,0.008384865,0.181524265,0.166973306,47.3683,22.4684,28.8744,11.889,9.4146,3.530708911,0.52462845,0.000384911,0.375132275,-0.105963658,1.6102,-7.5167,6.8699,0.082724425,0.255555556,-0.864596696,0.61229581,1.0
96,171,2028,6.2795,0.050069322,0.050069322,0.062498171,0.042542625,0.033332011,0.458291949,0.526874966,15.7356,10.3691,8.4967,9.7409,8.254,2.560788336,0.633739936,0.071476736,0.276305221,-0.097984117,73.7307,104.3085,65.2449,0.009727965,0.385353095,-1.09845968,0.088554991,-1.0
97,173,2030,1.8558,0.00593262,0.00593262,-0.000291369,0.002666603,-0.005104022,0.066861392,0.065344158,-69.9343,-42.9314,46.4141,7.6285,6.7978,2.139156862,0.402081239,-0.003629325,1.051818635,-0.067493553,75.8574,65.1791,31.1051,0.024795373,0.767381974,0.827465474,0.556363796,-1.0
98,174,2038,1.7445,0.025430772,0.025430772,0.022243355,0.022547056,0.016833659,0.157631201,0.056186405,-60.2622,-64.253,-3.6058,16.0725,18.3158,23.2805566,0.317636558,-0.025312773,-0.154040404,-0.229619181,-56.2765,-48.8979,17.1317,0.010453574,-0.216374269,-0.287335158,-0.411659405,1.0
99,175,2041,1.727,0.031623414,0.031623414,0.036282393,0.034867996,0.029828906,0.14450596,0.099797198,-6.0539,-19.5842,4.2767,16.4038,13.3036,3.469745389,0.353630062,0.058417085,-0.47425897,-0.286913045,3353.583,2800.2355,1806.2277,0.042048064,-0.504994125,-0.649708757,-0.721764705,1.0
100,176,2048,17.5271,0.03395487,0.03395487,0.048936301,0.044812498,-0.005898434,0.378502765,0.793072269,-22.5205,-60.012,11.8514,3.4571,6.7976,1.329470167,0.882374617,0.0,0.21085595,-0.150605743,-33.1064,55.3442,36.645,0.173331853,0.073411474,0.61201222,1.02759697,1.0
101,177,2049,1.965,0.014711371,0.014711371,0.017839831,0.011792631,0.000778273,0.127264801,0.053110542,-18.3897,-11.0872,-0.9904,11.6683,10.0536,3.47582564,0.288757819,-0.013449237,1.50625,0.060719582,-46.0845,-48.9886,-18.8297,0.207653724,1.008347245,1.163816743,1.797433743,-1.0
102,178,2050,3.1706,0.033601652,0.033601652,0.045243669,0.046054485,0.027289901,0.256947187,0.312804638,15.15,-4.856,-4.9024,13.0139,10.3645,2.097091399,0.692176316,0.088957055,-0.215180545,-0.106626488,-49.0223,-40.686,-6.6798,0.181598236,-0.308441558,-0.961167533,0.130561018,1.0
103,180,2056,9.0664,0.026331365,0.026331365,0.065612905,0.052770764,0.040397225,0.288311675,0.298164591,-68.2654,-51.9484,8.5872,9.1358,7.6795,3.230919254,0.724846616,0.096761607,0.280637813,-0.077644724,-51.1523,-70.2094,-0.5913,0.177898705,0.277727273,-0.889563433,0.790104738,-1.0
104,181,2063,1.565,0.013742668,0.013742668,0.00398727,0.006025897,0.002693104,0.210418705,0.131507149,-175.908,-126.3587,-9.2909,7.197,5.1,5.226733506,0.4585741,-0.200151343,0.05436409,-0.211558689,-385.4763,-117.4861,11.5479,0.015801087,0.080777096,0.020120768,1.128483386,-1.0
105,184,2073,3.7812,0.021060814,0.021060814,0.002345295,-0.048296332,-0.064947243,0.456365911,0.342721635,-102.4785,-42.4728,-32.2907,4.9101,4.3606,1.556215767,0.383991871,-0.029850746,0.395540875,-0.115490935,1.7867,-105.3128,55.5731,0.088989322,0.502222222,-0.86785947,0.531346507,-1.0
106,185,2078,4.079,0.047935353,0.047935353,0.043512401,0.185995849,0.019228437,0.443482549,0.59432339,65.651,65.0201,11.7502,9.5428,8.3572,0.768845974,0.524744799,0.023636364,0.386699507,-0.11670128,68.3318,147.5826,5.8015,0.45584425,0.327830189,-0.485516067,-0.311124613,1.0
107,186,2081,11.8557,0.047755637,0.047755637,0.002436286,-0.01983659,-0.027549484,0.256283052,0.634122367,-54.3544,-50.4211,-33.4786,18.5951,8.2899,1.336606988,0.84225837,0.154511743,0.111904762,-0.246607569,-40.7154,-45.1749,-29.0346,0.063418502,0.00972973,0.420640094,0.163877452,-1.0
108,187,2085,6.6522,0.028904529,0.028904529,0.038658507,0.029197905,-0.004622785,0.129926005,0.179299135,41.745,56.4337,3.3859,19.4484,17.3363,1.670291789,0.64537052,-0.050177096,0.214339623,-0.252841324,143.5598,145.1336,214.482,0.36646484,0.157553957,0.807165633,0.312457721,-1.0
109,188,2092,9.2003,0.00932198,0.00932198,0.034282861,0.048838929,-0.109080961,0.505932257,0.413367461,-143.4085,-42.4041,44.845,0.0754,3.4493,0.684195679,0.345432584,-0.249146758,0.135483871,-0.066336248,-54.4745,-146.4633,10.1932,1.216910611,0.173333333,1.201357739,0.743760355,1.0
110,190,2106,3.4766,-0.068619513,-0.068619513,0.011533372,0.008514598,-0.005636162,0.388274055,0.312448457,-1914.7225,-3389.7092,16.7804,-17.3456,-14.0481,4.376593285,0.573146797,0.000750188,0.052050473,-0.049287564,-1015.6759,-810.9059,84.2467,0.066483103,0.034910784,-0.453476553,0.459985932,1.0
111,193,2128,3.8883,0.040137721,0.040137721,0.147949687,0.12886281,0.087388347,0.665231487,0.494631314,-3.1651,2.8359,-6.6664,6.0469,5.9514,0.927516818,0.451348233,-0.149899396,-0.0943194,-0.183451653,367.942,475.0742,38.7217,0.086468127,0.066919192,-0.166255547,-0.201929936,1.0
112,194,2129,2.1335,0.009717176,0.009717176,0.036377463,0.011167002,-0.07974008,0.466281864,0.232373512,533.3439,97.8827,2.9366,1.9818,2.8646,1.425708641,0.232368851,-0.077735849,-0.419477435,-0.273610943,-16.4395,243.4269,3.2037,0.387906057,-0.452263559,-0.402913729,1.432760846,-1.0
113,195,2140,7.6965,0.027367409,0.027367409,-0.016852553,-0.004347888,-0.007252607,0.299899284,0.677951779,-49.8447,-43.1562,24.7672,9.0515,2.8991,1.382649151,0.597714643,0.066066066,0.183991106,-0.101719376,128.8167,108.4861,451.4273,0.001010923,0.182676291,-0.599313369,0.076504351,-1.0
114,196,2142,4.3771,0.107393671,0.107393671,0.319884449,0.269449781,0.252965737,0.735933807,0.279153917,7.4926,16.7163,26.2623,16.29,,#DIV/0!,0.023825207,0.084615385,-0.013986014,-0.093331515,-31.1688,-36.5979,5.3761,0.0,0.560362173,1.27558824,-1.409323695,1.0
115,197,2143,1.6783,0.02029896,0.02029896,0.006486099,-0.000151064,-0.00217522,0.056118127,0.065904925,-4.4521,7.0061,-22.5504,35.9873,32.7539,2.788874682,0.705695661,0.107923497,1.741717377,0.006484599,123.1022,86.1352,90.8708,0.0,0.999506903,0.114902996,0.748463103,-1.0
116,199,2153,6.6526,0.014436862,0.014436862,0.013099102,0.014769009,0.014162316,0.179152072,0.086104594,-22.7141,-19.1951,-8.9242,7.802,10.0925,6.861189701,0.389716332,0.218724778,1.301829268,-0.064034598,97.4544,68.8057,37.7536,0.016842436,1.603897224,0.763273391,1.455980693,-1.0
117,200,2155,5.344,0.001312039,0.001312039,0.042432033,0.043082309,0.000727485,0.238374576,0.4078141,-99.9776,-85.2284,-17.5205,0.8454,1.5038,1.039027368,1.052018768,0.116770186,-0.117762512,-0.160145912,82.8674,-99.8563,11.8196,0.260852671,0.023917995,1.353782973,0.264276674,1.0
118,201,2161,0.7771,0.001201031,0.001201031,0.004667096,0.004841637,0.002045808,0.177863766,0.065456986,-79.2562,-71.0301,-14.8813,1.077,0.7046,3.154574435,0.304139543,-0.074688797,1.75308642,0.041192824,632.8616,237.8555,50.926,0.013052777,1.686746988,0.348883782,2.243318507,-1.0
119,202,2168,0.2768,0.011441396,0.011441396,0.000265897,0.018148359,0.005722161,0.107763387,0.020217219,125.3539,117.1074,15.3123,11.0572,8.9929,4.933357723,0.151027707,0.130975143,0.167818361,-0.146636707,507.4027,950.0153,31.1046,0.00168014,0.446210269,0.323179334,1.356924822,1.0
120,203,2174,3.978,0.021809705,0.021809705,0.014181991,0.013461719,-0.005408888,0.094479243,0.04712023,-18.7331,9.4021,86.0771,23.5611,23.8474,2.330588452,0.375003303,0.0,0.853239495,-0.040464881,42.7171,-7.3971,27.499,0.144659219,0.754458162,0.886884938,1.604492188,-1.0
121,204,2179,7.0123,0.025286404,0.025286404,0.0261385,0.010510287,0.00030187,0.142394152,0.180864752,20.019,37.1799,14.7563,16.7289,10.8861,2.089789643,0.566069465,-0.062716049,0.61669506,-0.026626688,-12.4488,-25.4199,-1.1659,0.263936453,0.491552063,0.18680955,0.265570143,1.0
122,205,2180,1.5133,0.008535393,0.008535393,0.006148935,0.008500089,0.007084713,0.054851723,0.019021538,-80.7662,-91.6391,54.9129,14.832,17.0565,3.954246427,0.205087345,0.085626911,0.96299447,0.017863115,-88.4552,-76.0425,14.5007,0.263246424,0.87601626,1.228191617,1.328477634,-1.0
123,206,2181,1.3976,-0.047672292,-0.047672292,0.008477766,0.016301616,-0.064828385,0.415189691,0.18359363,-614.3772,-606.9944,-53.4366,-11.4782,-9.6893,3.903365303,0.358532318,0.174944403,0.031901042,-0.116388158,-1133.9525,-1258.6515,-41.3663,0.00862064,-0.140455531,-0.26997555,1.492114101,-1.0
124,207,2190,3.7164,0.009248972,0.009248972,0.014943888,-0.008541873,-0.034292049,0.136901744,0.106314047,344.2606,36.7868,39.2965,5.1936,3.6299,2.417035838,0.276288984,0.078895464,0.3675,-0.107346032,87.3386,77.9248,90.1217,0.418986453,-0.231336729,0.285081848,1.475254074,1.0
125,208,2191,1.88,0.057469111,0.057469111,0.058222758,0.058150839,0.03946566,0.301978753,0.18752615,59.1668,57.4479,32.6925,17.3782,17.9684,1.957773091,0.460953781,-0.200832466,0.120350109,-0.039710849,88.8504,66.5714,51.4838,0.006168127,0.040650407,-0.451993257,0.660903168,-1.0
126,209,2194,3.1281,0.007944823,0.007944823,-0.000551591,-0.022531322,-0.046129463,0.216264249,0.193048588,-74.6807,-67.4692,5.986,3.6737,3.3072,4.015702714,0.696556086,0.075268817,0.588785047,-0.154946989,-41.3667,-53.9919,-3.16,0.003252702,0.304681504,-0.681772122,0.515436498,1.0
127,210,2195,1.2748,0.0189778,0.0189778,0.021977492,0.010313303,0.009600446,0.201878835,0.053096881,49.7699,60.4281,17.746,9.3895,9.9733,5.736058086,0.230490914,0.065668203,-0.134097824,-0.125091531,16.4519,-13.1182,-4.7924,0.001360594,-0.145496536,-0.033680506,0.823266429,-1.0
128,211,2202,8.2844,0.070787574,0.070787574,0.117580707,0.141580364,-0.042174251,0.412640236,0.466915017,0.0675,15.7329,62.5952,17.0003,7.4718,1.206487578,0.431070983,0.395590937,0.612880396,-0.063789889,-13.1237,-25.1123,26.3575,0.848548847,1.006161972,0.220988867,-0.148023365,-1.0
129,212,2203,7.4025,0.037829985,0.037829985,4.81988e-05,0.078107574,0.059316205,0.301175484,0.99168892,21.4576,57.5518,21.4529,11.9847,6.7386,1.150163619,1.341966826,0.03286385,0.248581158,-0.024956847,411.8534,1862.7874,-2.9212,0.298002575,0.732283465,0.112271108,0.307779562,-1.0
130,213,2204,9.2003,0.000728306,0.000728306,0.004643332,-0.014171027,-0.016954861,0.794578001,1.136294481,-321.5692,52.7313,-29.5889,0.3347,0.1791,1.327868472,0.518727133,-0.104744852,-0.165971643,-0.147205875,-355.8838,-3.4731,70.618,0.149863259,-0.175597692,-0.430908866,0.036404134,-1.0
131,215,2217,3.303,0.009602376,0.009602376,0.008878471,-0.000451632,-0.008375768,0.244531391,0.161600749,41.8119,50.7365,140.4448,3.9436,5.448,1.450330037,0.389101703,-0.05254332,0.66013712,-0.034739974,-38.5133,-48.596,82.5942,0.052347108,0.864686469,-0.094210197,0.438978731,1.0
132,216,2219,0.9839,0.013316283,0.013316283,0.009054525,0.005873606,-0.012543409,0.154076125,0.03196705,247.1263,228.8225,185.4382,8.6833,12.8454,2.561951693,0.155702502,0.0,-0.217847769,-0.29997024,18.9646,6.905,27.9021,0.029464496,-0.361884368,0.672028817,0.504256198,1.0
133,217,2221,21.1943,0.021118169,0.021118169,0.024435159,-0.011061395,-0.144734873,0.168167386,0.733609394,120.1559,190.0704,31.8354,12.7306,4.7113,0.866280483,0.985012157,-0.097645697,0.417828987,-0.158243859,347.2597,325.1495,81.5252,1.28192888,0.900813008,1.06581259,0.42916536,-1.0
134,218,2223,3.1426,0.015622511,0.015622511,0.023144555,0.014407866,0.007384805,0.090147112,0.079528777,114.6548,-25.4248,48.3208,17.2195,16.4656,2.613709749,0.628080288,-0.033919598,0.540464744,-0.133060991,-58.3558,-60.1524,-13.2005,0.045936,0.351493849,0.201083797,0.083394162,1.0
135,220,2233,4.8052,0.04827069,0.04827069,0.13303728,0.128745893,0.077551448,0.554692878,0.555630058,39.9689,50.4224,-15.9786,8.7142,9.2787,1.393873956,0.712345815,0.25751073,0.440511308,-0.141522421,644.5554,606.6113,22.777,0.049256547,0.974393531,-0.711021137,0.332543105,-1.0
136,221,2236,6.6862,0.031901591,0.031901591,0.004637301,0.00845473,-4.49779e-05,0.149965266,0.186139411,48.6162,48.3628,58.2337,21.1368,15.9016,2.080633392,0.674426602,-0.046757944,0.681093394,-0.033777651,109.208,112.5541,79.8851,0.021917535,0.322580645,-0.003310327,-0.883097832,-1.0
137,222,2237,17.3825,0.015005352,0.015005352,0.080775493,0.143051354,0.085908641,0.336911668,1.485807486,-60.5768,-74.1778,-25.6989,4.9388,3.8215,1.152878426,1.342419699,0.060573858,-0.38433066,-0.128663614,-96.5229,-76.1842,6.9962,0.345972564,-0.326585695,1.240559869,0.683679391,1.0
138,223,2238,3.0102,0.031556283,0.031556283,0.080475566,0.093544552,0.057811206,0.280121016,0.210900467,50.9108,31.2722,-26.9939,10.9243,7.8528,2.016136429,0.43253722,-0.003143242,0.583452211,-0.085472597,43.722,105.1773,128.4044,0.031491495,0.418530351,0.165990984,0.528593064,-1.0
139,225,2242,8.4348,0.044414339,0.044414339,0.057013393,0.046615775,0.041894627,0.216826041,0.463172019,68.0651,28.0906,15.5685,18.9303,14.4494,1.745122662,1.099354081,0.077434679,1.048780488,0.058281393,-33.2136,-26.2545,10.5529,0.007204188,1.048780488,0.509350541,1.003079478,1.0
140,226,2244,4.941,0.069047251,0.069047251,0.369539468,0.134654437,0.133910724,0.402421837,0.54740514,81.1273,101.6955,1.024,11.4419,5.5461,1.549898123,0.316374934,0.069892473,-0.009950249,-0.265182359,38.7296,30.8005,72.6322,0.707633453,0.122708039,1.182641947,-0.322885267,1.0
141,230,2252,0.5784,0.013823531,0.013823531,0.007119123,0.004021876,0.002664319,0.099523721,0.015071999,48.3133,47.5582,5.6286,13.533,16.5949,19.46273535,0.137954588,-0.018751542,-0.1183773,-0.309141275,-18.1718,-16.2926,-22.8042,0.055979018,-0.371721959,5.230910354,-1.923981688,1.0
142,231,2254,2.802,0.01242227,0.01242227,0.011212709,0.018174938,0.014586251,0.220464838,0.197782329,-75.1836,-55.5363,-9.4242,4.9153,5.1226,3.241374345,0.669175797,0.012101911,0.388986014,-0.023450682,-59.3612,-78.2686,7.1544,0.023941742,0.503311258,0.220716769,-0.932012497,1.0
143,232,2266,0.3097,0.009514735,0.009514735,0.011426826,0.013243781,-0.003581168,0.27474988,0.056778496,322.3074,32.9686,36.3997,2.4439,2.9524,1.542719423,0.117561609,-0.043478261,-0.036686391,-0.207762385,123.5119,133.0093,116.6047,0.188414,0.135285914,-2.066009592,0.377655034,-1.0
144,234,2269,2.5352,-0.040711976,-0.040711976,-0.017438109,0.085845872,0.069372729,0.292594568,0.623515825,72.8254,-217.9936,2.083,-13.9141,-0.2663,1.345227847,0.920767653,0.078778135,-0.363981043,-0.285593003,-212.4121,60.4312,26.7762,0.275599146,-0.354807692,-0.065764327,0.711796331,-1.0
145,235,2271,5.8157,0.034582456,0.034582456,0.019991605,0.022155041,-0.007635187,0.192952308,0.236002507,62.0816,76.319,21.1094,17.9449,15.4354,2.020529127,0.795751562,0.056818182,-0.414217157,-0.232106532,50.4769,26.2352,16.3582,0.015667697,-0.272083489,-0.786758003,0.04549693,1.0
146,236,2273,2.4727,0.009141236,0.009141236,0.012740026,0.01181384,-0.004492812,0.161052797,0.066118628,39.8139,36.53,35.2409,5.557,7.4134,5.18819475,0.349852002,0.13154961,1.374269006,-0.010561372,10.633,7.972,24.0371,0.019624531,0.894540364,0.115900957,1.777647516,-1.0
147,237,2276,6.4734,0.016707001,0.016707001,0.016239663,0.018645622,0.014933684,0.178165077,0.373875889,43.2218,37.5998,18.2657,9.2313,7.253,2.600076799,1.205532357,0.052447552,2.657351154,-0.024590784,154.6595,128.1727,46.8829,0.159578784,2.304061471,0.525479908,1.56442841,-1.0
148,238,2277,10.6814,0.032072188,0.032072188,-0.096809097,-0.07308617,-0.246433635,0.344740025,0.581149207,-39.0302,-13.7653,11.4342,9.5944,5.0443,0.908152073,0.574445007,0.021323529,0.09976247,-0.119573033,-32.0551,-47.3176,63.7842,0.663444494,-0.142592593,-1.275382222,-0.232501524,1.0
149,239,2281,12.7106,0.013832888,0.013832888,0.007982304,0.017285524,0.010287207,0.150919067,0.155567025,4061.33,377.4443,57.7667,9.1658,6.366,2.450836783,0.632867647,-0.011134838,0.744617869,0.044502049,5.3694,-8.5938,11.3035,0.049299725,0.602323282,0.164281868,1.118839008,1.0
150,240,2285,2.6335,0.032600801,0.032600801,0.027003025,-0.025069135,-0.026883448,0.212733276,0.275770471,59.8527,50.1981,50.1051,14.3495,14.002,1.675752054,0.514622435,-0.077840909,0.07912234,-0.154246307,201.7516,215.436,47.3968,0.012631452,0.381276596,0.561216018,1.261531514,-1.0
151,241,2292,2.1088,0.013112458,0.013112458,-0.002635435,0.007433767,0.005931212,0.082637618,0.072381076,-17.9825,-15.4972,-1.6534,16.1426,13.1404,1.827549897,0.554184922,0.49884058,0.752881356,-0.096430465,-10.0754,-14.949,17.032,0.189209425,0.49797219,0.725421416,2.137712766,-1.0
152,243,2294,3.0945,0.043350665,0.043350665,0.036056155,0.031436258,0.023393175,0.156700506,0.114073603,15.3918,17.4105,1.1597,27.5829,29.584,4.756209472,0.60087999,-0.028387097,-0.150352609,-0.035565931,11.3471,7.7286,0.0389,0.020102057,-0.026817447,0.198596366,-1.764846372,1.0
153,244,2299,6.0428,-0.017015864,-0.017015864,0.014760227,0.004975207,-0.049532622,0.178301988,0.229649821,-52.9508,5.7835,3.1275,-7.4158,-2.1753,0.470001384,0.612452266,0.047142857,0.738339921,0.011432603,-210.423,-73.337,0.4795,0.080573366,0.503075871,0.802859973,-0.127651089,1.0
154,245,2304,10.3455,0.053392527,0.053392527,0.058081301,0.042946083,0.035785589,0.228261704,0.162200096,76.3546,72.2181,1.0372,23.3909,22.239,2.028418123,0.46043772,0.087936508,-0.132953827,-0.089120573,-29.1752,-32.6549,-41.5241,0.014875211,0.073453406,0.382710164,-1.784187858,1.0
155,246,2308,0.9805,0.00899512,0.00899512,0.022717032,0.017339377,0.015134456,0.163660553,0.06336462,79.802,36.6966,20.9405,5.5118,3.9463,1.452990099,0.284310116,0.179425837,1.987878788,-0.150234001,158.9469,93.1588,25.3796,0.017796365,1.757270694,0.412233369,2.133068983,-1.0
156,248,2311,14.1858,0.032227939,0.032227939,0.057548668,0.048970351,0.029464192,0.203511692,0.926553146,86.8061,1038.0712,65.3447,15.5977,13.3894,1.276468997,2.664575728,0.074615385,0.13762215,-0.153999338,-90.4399,-93.2308,0.2374,0.026575421,0.239574091,0.963994794,-0.475973234,1.0
157,249,2315,4.0604,0.021032472,0.021032472,0.009270271,0.007640789,0.002780643,0.272609357,0.073134157,197.6877,-15.9548,22.7141,7.8051,7.2278,5.258718595,0.194397798,-0.092018158,0.752007299,-0.031752262,-14.9565,-39.4362,17.559,0.029587675,1.036267232,0.036903651,1.042222921,-1.0
158,250,2317,1.9406,0.026655408,0.026655408,0.017333866,0.019780863,0.012877096,0.185839375,0.130218905,66.1809,46.0488,23.6698,14.3957,12.3124,1.10267388,0.429917599,0.0592,-0.310416667,-0.385807409,12.236,-3.4512,12.0633,0.027636078,-0.361927711,-2.03496234,-0.770739017,1.0
159,251,2325,3.1474,0.030488089,0.030488089,-0.018062569,0.000823043,-0.002223287,0.289718356,0.291747603,140.3154,127.6901,25.4878,10.981,7.0865,1.576624101,0.467953637,-0.008877616,0.440552995,-0.326251997,-5.2805,-0.9347,-14.3817,0.011518424,0.552135055,0.319263112,1.507969757,-1.0
160,254,2340,3.5745,0.010490451,0.010490451,-0.014334018,-0.00570591,-0.077611698,0.314833303,0.192968976,-204.9441,-117.9206,86.9097,2.3502,3.7497,1.259189035,0.269328748,-0.047619048,0.176470588,-0.052063064,-119.3787,-156.46,97.2682,0.456444702,0.077250177,0.698523878,0.615749889,-1.0
161,256,2344,1.9892,0.048308559,0.048308559,0.013617479,0.027145343,-0.105689877,0.420067351,0.188518185,-215.3882,-182.7707,-60.659,11.2922,8.2769,0.748414012,0.216681461,-0.134311512,-0.035826524,-0.147357415,-180.4448,-193.3639,-49.8183,0.195150323,0.04,-0.138521404,-0.14507065,-1.0
162,257,2345,3.1334,0.029092053,0.029092053,0.036700928,0.028468608,0.02067303,0.289340276,0.319127187,-46.8965,45.6842,-2.7212,10.0402,7.8911,1.523576935,0.605119386,0.136700337,1.00952381,-0.080469982,15.4003,-52.6166,-2.8749,0.0,-0.040909091,-1.003528393,0.455231305,-1.0
163,258,2353,3.6104,0.008030885,0.008030885,0.003829904,-0.018374517,-0.044470384,0.432758564,0.209994353,-95.5351,-87.544,9.0338,1.8578,1.4527,3.643610567,0.332754024,0.026699029,-0.169774289,-0.226425205,8.4809,-50.7227,35.7937,0.037704934,-0.351558508,-1.228411149,0.390771162,-1.0
164,260,2358,1.5701,0.010315861,0.010315861,0.001017539,0.015251969,0.002555273,0.130126599,0.076710972,-131.0463,-139.0304,116.3827,8.4133,6.6683,1.446872608,0.270071829,0.038266742,-0.472857143,-0.300417753,-130.9106,-124.3711,32.3297,0.076541392,-0.402912621,0.192845071,0.503566115,1.0
165,261,2368,9.3528,0.014668743,0.014668743,0.018068886,0.018870853,-0.00963298,0.156776224,0.305242431,54.4906,27.566,61.6005,9.3715,4.8868,1.172966443,0.66942085,0.024114774,0.528473804,-0.081667865,228.7596,191.2633,162.4482,0.025825564,0.435294118,-0.286470823,1.046667925,-1.0
166,262,2371,2.5545,0.004599748,0.004599748,-0.002667524,0.002878849,-0.001224869,0.114494542,0.052257514,-31.8251,0.3485,-16.4245,2.0673,2.7241,1.516151449,0.215243941,0.0,-0.261302682,-0.319646342,-46.7391,-94.0781,62.5242,0.597643879,-0.209512095,0.859374209,2.352350989,1.0
167,263,2373,2.9293,0.019045828,0.019045828,0.009580072,0.001994407,-0.003769782,0.178260414,0.094698474,6.7276,-10.1003,3.2113,9.8546,10.7746,3.057453885,0.341033533,-0.042887029,0.694444444,-0.016355146,-17.505,40.4794,7.9195,0.010640949,0.789206101,0.9403909,2.559282667,-1.0
168,266,2385,7.0317,0.023058749,0.023058749,0.042309106,0.030917874,-0.006473803,0.280621286,0.600222388,-13.3313,-10.5078,-15.3877,8.1859,8.0093,1.8939374,1.268038563,0.009090909,-0.090163934,-0.161603376,107.6507,84.2445,2.9946,0.077079035,-0.073596358,-1.195888541,-0.768045581,-1.0
169,268,2392,1.6016,-0.007143646,-0.007143646,-0.020880731,0.000761853,-0.005682942,0.444491476,0.29585973,-6298.2711,-3069.0636,-12.5864,-1.6227,-0.4544,2.607196783,0.407564332,-0.001283697,-0.421130952,-0.275307688,-504.2684,-432.8336,-7.0709,0.194691823,-0.299729973,0.346459969,-0.109899181,-1.0
170,270,2399,2.8132,0.026481515,0.026481515,0.041661021,0.052574627,0.044703574,0.406445788,0.114150959,47.4462,38.513,28.8861,6.6496,5.1439,7.041674266,0.184997064,0.187709872,0.370930233,-0.04065663,12.0422,3.2666,63.3369,0.281563538,0.486134454,-1.379388103,-0.937440201,-1.0
171,271,2400,8.3598,0.031515901,0.031515901,0.013793201,0.00931688,0.006679187,0.126618136,0.387841392,21.4426,15.0187,52.415,22.4756,13.4231,1.299853975,0.972171229,0.096338274,0.160590678,-0.084106836,30.5676,33.6789,52.076,0.437104128,0.070212766,-0.177829529,-0.014352864,-1.0
172,272,2405,1.8091,0.006127007,0.006127007,0.012446686,0.016233841,0.003312739,0.106710749,0.058139814,294.891,-7.9363,50.7977,5.1207,5.1917,3.25691513,0.344225591,-0.049019608,0.986687148,-0.105894693,124.9306,673.3998,66.4679,0.012880871,0.759637188,0.143083557,2.161934139,-1.0
